Name,OpName,FwOps,BwOps,AccOps,InputShapes,OutputShape
nlist_diff,VECmul,"[('VECmul', (141312, 3))]",[],[],"[(141312, 3), (141312, 3)]","(141312, 3)"
nlist_dist,VECadd,"[('VECadd', (141312, 1))]",[],[],"[(141312, 3)]","(141312, 1)"
nlist_mask,MEM,"[('MEM', [(141312, 1)])]",[],[],"[(141312, 1)]","(141312, 1)"
env_matrix_gather,MEM,"[('MEM', [(1024, 138, 4)])]",[],[],"[(141312, 3)]","(1024, 138, 4)"
smooth_func,VECmul,"[('VECmul', (141312, 1))]",[],[],"[(141312, 1), (141312, 1)]","(141312, 1)"
emb_linear_0,Linear,"[('Linear', (141312, 1, 25))]",[],[],"[(141312, 1)]","(141312, 25)"
emb_act_0,VECtanh,"[('VECtanh', (141312, 25))]",[],[],"[(141312, 25)]","(141312, 25)"
emb_linear_1,Linear,"[('Linear', (141312, 25, 50))]",[],[],"[(141312, 25)]","(141312, 50)"
emb_act_1,VECtanh,"[('VECtanh', (141312, 50))]",[],[],"[(141312, 50)]","(141312, 50)"
emb_linear_2,Linear,"[('Linear', (141312, 50, 100))]",[],[],"[(141312, 50)]","(141312, 100)"
emb_act_2,VECtanh,"[('VECtanh', (141312, 100))]",[],[],"[(141312, 100)]","(141312, 100)"
desc_matmul_1,BMM,"[('BMM', (1024, 100, 138, 4))]",[],[],"[(1024, 138, 100)]","(1024, 100, 4)"
desc_matmul_2,BMM,"[('BMM', (1024, 4, 100, 16))]",[],[],"[(1024, 4, 100)]","(1024, 4, 16)"
desc_reshape,MEM,"[('MEM', [(1024, 64)])]",[],[],"[(1024, 4, 16)]","(1024, 64)"
fit_linear_0,Linear,"[('Linear', (1024, 64, 240))]",[],[],"[(1024, 64)]","(1024, 240)"
fit_act_0,VECtanh,"[('VECtanh', (1024, 240))]",[],[],"[(1024, 240)]","(1024, 240)"
fit_linear_1,Linear,"[('Linear', (1024, 240, 240))]",[],[],"[(1024, 240)]","(1024, 240)"
fit_act_1,VECtanh,"[('VECtanh', (1024, 240))]",[],[],"[(1024, 240)]","(1024, 240)"
fit_residual_1,VECadd,"[('VECadd', (1024, 240))]",[],[],"[(1024, 240), (1024, 240)]","(1024, 240)"
fit_linear_2,Linear,"[('Linear', (1024, 240, 240))]",[],[],"[(1024, 240)]","(1024, 240)"
fit_act_2,VECtanh,"[('VECtanh', (1024, 240))]",[],[],"[(1024, 240)]","(1024, 240)"
fit_residual_2,VECadd,"[('VECadd', (1024, 240))]",[],[],"[(1024, 240), (1024, 240)]","(1024, 240)"
output_linear,Linear,"[('Linear', (1024, 240, 1))]",[],[],"[(1024, 240)]","(1024, 1)"
energy_sum,VECadd,"[('VECadd', (1024, 1))]",[],[],"[(1024, 1)]","(1,)"
fit_bw_input_2,Linear,"[('Linear', (1024, 240, 240))]",[],[],"[(1024, 240)]","(1024, 240)"
fit_bw_act_2,VECmul,"[('VECmul', (1024, 240))]",[],[],"[(1024, 240), (1024, 240)]","(1024, 240)"
fit_bw_input_1,Linear,"[('Linear', (1024, 240, 240))]",[],[],"[(1024, 240)]","(1024, 240)"
fit_bw_act_1,VECmul,"[('VECmul', (1024, 240))]",[],[],"[(1024, 240), (1024, 240)]","(1024, 240)"
fit_bw_input_0,Linear,"[('Linear', (1024, 240, 64))]",[],[],"[(1024, 240)]","(1024, 64)"
fit_bw_act_0,VECmul,"[('VECmul', (1024, 240))]",[],[],"[(1024, 240), (1024, 240)]","(1024, 240)"
output_bw,Linear,"[('Linear', (1024, 1, 240))]",[],[],"[(1024, 1)]","(1024, 240)"
desc_bw_matmul,BMM,"[('BMM', (1024, 138, 100, 4))]",[],[],"[(1024, 100, 4)]","(1024, 138, 100)"
emb_bw_input_2,Linear,"[('Linear', (141312, 100, 50))]",[],[],"[(141312, 100)]","(141312, 50)"
emb_bw_act_2,VECmul,"[('VECmul', (141312, 100))]",[],[],"[(141312, 100), (141312, 100)]","(141312, 100)"
emb_bw_input_1,Linear,"[('Linear', (141312, 50, 25))]",[],[],"[(141312, 50)]","(141312, 25)"
emb_bw_act_1,VECmul,"[('VECmul', (141312, 50))]",[],[],"[(141312, 50), (141312, 50)]","(141312, 50)"
emb_bw_input_0,Linear,"[('Linear', (141312, 25, 1))]",[],[],"[(141312, 25)]","(141312, 1)"
emb_bw_act_0,VECmul,"[('VECmul', (141312, 25))]",[],[],"[(141312, 25), (141312, 25)]","(141312, 25)"
